"","keyword","video","parent_video","current_depth","title","width","height","duration","pubdate","channel","likes","dislikes","viewes","rating","reco_count","fetch_time","reco_list","elapsed","recoveredChannel","channel_title","Bias","positive","negative","sentiment","sentiment_ratio","lgpp","nrc_el","topic","Flesch","ARI","Flesch.Kincaid"
"1","Lindsey Graham","kLFvXLMwclQ","",0,"Axios On HBO: Senator Lindsey Graham on Trump’s Role in the Republican Party (Clip) | HBO - YouTube",1920,1080,144,"2021-03-08","UCVTQuK2CaWaTgSsoNkn5AiQ",636,696,139559,2.90991,5,"2021-06-10 15:38:57","qmKxPZP0Ghs,ZWk18BQQVhA,yEw7XKczB3U,pJ-34CbWJ5E,g9r5lBaz0-k",2.35309,"UCVTQuK2CaWaTgSsoNkn5AiQ","HBO","",19,9,"positive",2.11111111111111,"INSTITUTIONS","negative","military",-265.958370786517,175.833370786517,138.795505617978
"2","Lindsey Graham","qmKxPZP0Ghs","kLFvXLMwclQ",1,"AXIOS on HBO: Ted Cruz on U.S. Debt and Deficits (Clip) | HBO - YouTube",1920,1080,149,"2020-10-26","UCVTQuK2CaWaTgSsoNkn5AiQ",-1,88,182625,4.8048782,5,"2021-06-10 15:38:59","9-tMiRiIfY8,WDN95-JAbz4,8nY1jQTe3QI,d8BdFMOwB0s,jckO80jo4H0",2.456107,"UCVTQuK2CaWaTgSsoNkn5AiQ","HBO","",9,35,"negative",0.257142857142857,"ECONOMY","trust","economy",76.6758981214864,5.30045385986563,5.89200740436035
"3","Lindsey Graham","9-tMiRiIfY8","qmKxPZP0Ghs",2,"AXIOS on HBO: Senator Ted Cruz on President Trump and the National Debt (Promo) | HBO - YouTube",1920,1080,52,"2020-10-26","UCVTQuK2CaWaTgSsoNkn5AiQ",76,6,13764,4.7073169,5,"2021-06-10 15:39:02","WDN95-JAbz4,8nY1jQTe3QI,vXUGTI7wa0A,d8BdFMOwB0s,qmKxPZP0Ghs",2.325924,"UCVTQuK2CaWaTgSsoNkn5AiQ","HBO","",3,11,"negative",0.272727272727273,"INSTITUTIONS","sadness","military",79.9396666666667,3.68222222222222,4.79237037037037
"4","Lindsey Graham","WDN95-JAbz4","9-tMiRiIfY8",3,"AXIOS on HBO: U.S. Representative Ilhan Omar on the 2020 Presidential Election (Promo) | HBO - YouTube",1920,1080,42,"2020-10-23","UCVTQuK2CaWaTgSsoNkn5AiQ",80,77,6771,3.0382166,5,"2021-06-10 15:39:04","8nY1jQTe3QI,vXUGTI7wa0A,qOQdo_2dUrs,d8BdFMOwB0s,nRR_vFq7nYo",2.575627,"UCVTQuK2CaWaTgSsoNkn5AiQ","HBO","",2,0,"positive",0,"INSTITUTIONS","trust","military",44.4063333333334,11.1127333333333,11.206
"5","Lindsey Graham","8nY1jQTe3QI","WDN95-JAbz4",4,"AXIOS on HBO: Senator Kevin Cramer on Changing Demographics (Clip) | HBO - YouTube",1920,1080,181,"2020-10-12","UCVTQuK2CaWaTgSsoNkn5AiQ",5,1,1678,4.3333335,5,"2021-06-10 15:39:07","lgmdzqakrh0,dxZvEk60axU,g9r5lBaz0-k,d8BdFMOwB0s,7yxx7fWWfm8",2.264642,"UCVTQuK2CaWaTgSsoNkn5AiQ","HBO","",21,14,"positive",1.5,"INSTITUTIONS","trust","military",57.7096545031056,10.3241750776398,10.0489324534161
"6","Lindsey Graham","lgmdzqakrh0","8nY1jQTe3QI",5,"AXIOS on HBO: Senator Kevin Cramer on Masks (Promo) | HBO - YouTube",1920,1080,47,"2020-10-12","UCVTQuK2CaWaTgSsoNkn5AiQ",3,-1,1847,5,0,"2021-06-10 15:39:09","",2.379179,"UCVTQuK2CaWaTgSsoNkn5AiQ","HBO","",5,2,"positive",2.5,"INSTITUTIONS","trust","military",87.0873684210526,3.84866165413534,4.48390977443609
"7","Lindsey Graham","dxZvEk60axU","8nY1jQTe3QI",5,"AXIOS on HBO: BP CEO Bernard Looney (Promo) | HBO - YouTube",1920,1080,57,"2020-10-09","UCVTQuK2CaWaTgSsoNkn5AiQ",16,-1,4790,5,0,"2021-06-10 15:39:11","",2.308266,"UCVTQuK2CaWaTgSsoNkn5AiQ","HBO","",0,1,"negative",0,"INSTITUTIONS","trust","military",74.27,5.41,6.875
"8","Lindsey Graham","g9r5lBaz0-k","8nY1jQTe3QI",5,"AXIOS on HBO: Bob Woodward Full Interview (Pt. 1) | HBO - YouTube",1920,1080,317,"2020-09-28","UCVTQuK2CaWaTgSsoNkn5AiQ",385,27,29644,4.737864,0,"2021-06-10 15:39:14","",2.316829,"UCVTQuK2CaWaTgSsoNkn5AiQ","HBO","",28,26,"positive",1.07692307692308,"INSTITUTIONS","trust","military",76.2194189044284,6.10604640551208,6.50466154091853
"9","Lindsey Graham","7yxx7fWWfm8","8nY1jQTe3QI",5,"AXIOS on HBO: Bob Woodward Full Interview (Pt. 2) | HBO - YouTube",1920,1080,313,"2020-09-28","UCVTQuK2CaWaTgSsoNkn5AiQ",235,6,20839,4.9004149,0,"2021-06-10 15:39:18","",2.221487,"UCVTQuK2CaWaTgSsoNkn5AiQ","HBO","",30,14,"positive",2.14285714285714,"INSTITUTIONS","trust","military",72.3857016722747,7.46570268424115,7.60824904495662
"10","Lindsey Graham","vXUGTI7wa0A","WDN95-JAbz4",4,"AXIOS on HBO: Senator Kevin Cramer on COVID-19 (Clip) | HBO - YouTube",1920,1080,266,"2020-10-12","UCVTQuK2CaWaTgSsoNkn5AiQ",18,3,3081,4.4285712,5,"2021-06-10 15:39:21","lgmdzqakrh0,dxZvEk60axU,g9r5lBaz0-k,d8BdFMOwB0s,OpibllevpSk",2.482859,"UCVTQuK2CaWaTgSsoNkn5AiQ","HBO","",42,32,"positive",1.3125,"VALUES","negative","military",78.2829807692308,6.09177151844438,6.19583333333334
"11","Lindsey Graham","OpibllevpSk","vXUGTI7wa0A",5,"AXIOS on HBO: Acting Secretary of Homeland Security Chad Wolf (Full Interview) | HBO - YouTube",1920,1080,801,"2020-08-18","UCVTQuK2CaWaTgSsoNkn5AiQ",514,75,50922,4.4906621,0,"2021-06-10 15:39:34","",4.83415,"UCVTQuK2CaWaTgSsoNkn5AiQ","HBO","",63,88,"negative",0.715909090909091,"LAW_AND_ORDER","trust","military",58.495640084686,9.47125457111695,9.68289908256881
"12","Lindsey Graham","qOQdo_2dUrs","WDN95-JAbz4",4,"AXIOS on HBO: Bernard Looney on BP Spending (Clip) | HBO - YouTube",1920,1080,131,"2020-10-12","UCVTQuK2CaWaTgSsoNkn5AiQ",16,1,3009,4.7647057,5,"2021-06-10 15:39:37","lgmdzqakrh0,dxZvEk60axU,g9r5lBaz0-k,d8BdFMOwB0s,Vl_6uoY6Xyo",2.254217,"UCVTQuK2CaWaTgSsoNkn5AiQ","HBO","",14,5,"positive",2.8,"ECONOMY","trust","economy",67.4756944444444,9.35212962962963,8.87848765432099
"13","Lindsey Graham","Vl_6uoY6Xyo","qOQdo_2dUrs",5,"Our CEO Bernard Looney on BBC Radio 4 Today - YouTube",480,360,356,"2020-09-16","UC9m-Yl4kfv8nIriI7Ry8CxA",34,6,3440,4.4000001,0,"2021-06-10 15:39:48","",1.886075,"UC9m-Yl4kfv8nIriI7Ry8CxA","","",30,16,"positive",1.875,"ECONOMY","positive","economy",-1112.69580152672,588.23631043257,461.354520780322
"14","Lindsey Graham","ZxnBveop5no","d8BdFMOwB0s",5,"Who Would Be King of America if George Washington had been made a monarch? - YouTube",1920,1080,1298,"2019-07-04","UC7o-UFkoAPCoKxpKOfrs4zQ",-1,-1,2997436,4.8955317,0,"2021-06-10 15:40:05","",0.431627,"UC7o-UFkoAPCoKxpKOfrs4zQ","","",65,40,"positive",1.625,"RURAL","disgust","politics",-2879.5894655704,1459.42554984584,1140.06522096608
"15","Lindsey Graham","yXmHR2Qh6Uc","nRR_vFq7nYo",5,"Rep. Eric Swalwell Is A Presidential Candidate - YouTube",1920,1080,415,"2019-04-09","UCMtFAi84ehTSYSE9XoHefig",-1,694,201687,3.9306626,0,"2021-06-10 15:40:10","",2.719384,"UCMtFAi84ehTSYSE9XoHefig","The Late Show with Stephen Colbert","LC",71,24,"positive",2.95833333333333,"INSTITUTIONS","trust","politics",79.9360119047619,4.3177816091954,5.30801108374385
"16","Lindsey Graham","9pZSgJ9BW0I","nRR_vFq7nYo",5,"Sandra Oh's Whirlwind Year Of Hosting Gigs - YouTube",1920,1080,550,"2019-04-05","UCMtFAi84ehTSYSE9XoHefig",-1,79,382708,4.9446487,0,"2021-06-10 15:40:12","",2.501636,"UCMtFAi84ehTSYSE9XoHefig","The Late Show with Stephen Colbert","LC",115,45,"positive",2.55555555555556,"VALUES","sadness","politics",86.5031253485778,2.08389384643986,3.95481579599678
"17","Lindsey Graham","b5gtpWg5-Ns","nRR_vFq7nYo",5,"Ilhan Omar - Getting Down to Business with the Congressional Freshman Class | The Daily Show - YouTube",1920,1080,682,"2019-02-07","UCwWhs_6x42TyRM4Wstoq8HA",-1,-1,1948136,4.5598917,0,"2021-06-10 15:40:14","",2.355631,"UCwWhs_6x42TyRM4Wstoq8HA","The Daily Show with Trevor Noah","LC",137,54,"positive",2.53703703703704,"VALUES","trust","politics",68.5046716489922,8.4472748450232,8.41726495184997
"18","Lindsey Graham","71E0RJWDgpQ","nRR_vFq7nYo",5,"Rep. Alexandria Ocasio-Cortez: ""We Can't Just Say, 'Is Miami Going To Exist In 50 Years?'"" - YouTube",1920,1080,513,"2019-06-27","UCMtFAi84ehTSYSE9XoHefig",-1,-1,2105229,4.5707464,0,"2021-06-10 15:40:17","",2.767192,"UCMtFAi84ehTSYSE9XoHefig","The Late Show with Stephen Colbert","LC",80,13,"positive",6.15384615384615,"INSTITUTIONS","trust","politics",79.4247529912223,4.11837522972331,5.31897019701585
"19","Lindsey Graham","HO4iygulvh0","lgmdzqakrh0",5,"AXIOS on HBO: Journalist Bob Woodward on President Trump (Promo) | HBO - YouTube",1920,1080,53,"2020-09-25","UCVTQuK2CaWaTgSsoNkn5AiQ",146,22,13159,4.4761906,0,"2021-06-10 15:40:31","",2.27029,"UCVTQuK2CaWaTgSsoNkn5AiQ","HBO","",2,4,"negative",0.5,"INSTITUTIONS","trust","military",72.005,7.666,7.68777777777778
"20","Lindsey Graham","qbaFiAXImSU","dxZvEk60axU",5,"AXIOS on HBO: Melinda Gates on U.S. Leadership & COVID-19 Crisis (Clip) | HBO - YouTube",1920,1080,96,"2020-09-14","UCVTQuK2CaWaTgSsoNkn5AiQ",55,122,13960,2.2429378,0,"2021-06-10 15:40:45","",2.346935,"UCVTQuK2CaWaTgSsoNkn5AiQ","HBO","",12,2,"positive",6,"INSTITUTIONS","trust","military",63.8342717878729,5.51047182686683,6.76439851822968
"21","Lindsey Graham","8GDilpKxjYM","g9r5lBaz0-k",5,"AXIOS on HBO: Melinda Gates on COVID-19’s Global Impact (Clip) | HBO - YouTube",1920,1080,162,"2020-09-14","UCVTQuK2CaWaTgSsoNkn5AiQ",31,49,4966,2.55,0,"2021-06-10 15:40:56","",2.375262,"UCVTQuK2CaWaTgSsoNkn5AiQ","HBO","",10,10,"positive",1,"INSTITUTIONS","trust","military",71.566618357488,7.76108856682769,7.65171229200215
"22","Lindsey Graham","tZ-f5aXlz3o","g9r5lBaz0-k",5,"AXIOS on HBO: Melinda Gates (Promo) | HBO - YouTube",1920,1080,45,"2020-09-14","UCVTQuK2CaWaTgSsoNkn5AiQ",11,19,1933,2.4666667,0,"2021-06-10 15:40:59","",2.304113,"UCVTQuK2CaWaTgSsoNkn5AiQ","HBO","",3,2,"positive",1.5,"INSTITUTIONS","trust","military",66.131,5.73382352941177,7.41400000000001
"23","Lindsey Graham","OHF4abFcQT4","7yxx7fWWfm8",5,"Bob Woodward: “I’m embarrassed for the president” - YouTube",480,360,162,"2020-09-28","UCfU4-ArXuSX0tpyApyklMAg",132,11,5676,4.6923075,0,"2021-06-10 15:41:35","",2.099569,"UCfU4-ArXuSX0tpyApyklMAg","","",7,9,"negative",0.777777777777778,"INSTITUTIONS","trust","military",79.3758196721312,4.24796777840588,5.32332579611834
"24","Lindsey Graham","yki9cyxP6CI","d8BdFMOwB0s",5,"Real Sports Podcast: “The Long Haul” with Mary Carillo | Episode 1 | HBO - YouTube",1920,1080,1850,"2021-01-27","UCVTQuK2CaWaTgSsoNkn5AiQ",65,2,5036,4.8805971,0,"2021-06-10 15:42:29","",2.245571,"UCVTQuK2CaWaTgSsoNkn5AiQ","HBO","",203,171,"positive",1.18713450292398,"URBAN","sadness","politics",79.4236363800905,5.21460746606335,5.69508911010558
"25","Lindsey Graham","_9VohVsRihU","OpibllevpSk",5,"AXIOS on HBO: Secretary of Homeland Security Chad Wolf (Promo) | HBO - YouTube",1920,1080,41,"2020-08-14","UCVTQuK2CaWaTgSsoNkn5AiQ",132,13,14997,4.6413794,0,"2021-06-10 15:42:50","",2.442231,"UCVTQuK2CaWaTgSsoNkn5AiQ","HBO","",0,4,"negative",0,"INSTITUTIONS","trust","military",60.705,6.41916666666667,7.77333333333333
"26","Lindsey Graham","nU50qnbpMQA","OpibllevpSk",5,"AXIOS on HBO: President Donald Trump (Promo) | HBO - YouTube",1920,1080,71,"2020-07-31","UCVTQuK2CaWaTgSsoNkn5AiQ",-1,185,325619,4.7433228,0,"2021-06-10 15:42:53","",2.50198,"UCVTQuK2CaWaTgSsoNkn5AiQ","HBO","",5,2,"positive",2.5,"VALUES","disgust","military",85.44925,3.88359375,4.52075
"27","Lindsey Graham","Ayajfyt90mE","d8BdFMOwB0s",4,"Willie Mays - Sports Century - YouTube",480,360,2543,"2016-01-08","UCZUVsdZHDiYIlyJRevXT-wQ",-1,258,332988,4.5173059,5,"2021-06-10 15:43:03","7nhdNvNg60M,UaGBjAmnkPk,HaxrzW3aSrc,QtuEoiYiqZw,miqgdXZG6bo",0.482799,"UCZUVsdZHDiYIlyJRevXT-wQ","","",240,205,"positive",1.17073170731707,"URBAN","sadness","politics",-3436.33364864865,1736.99976566993,1356.59104082806
"28","Lindsey Graham","7nhdNvNg60M","Ayajfyt90mE",5,"Hank Aaron - Sports Century - YouTube",480,360,2532,"2016-01-07","UCZUVsdZHDiYIlyJRevXT-wQ",-1,170,166338,4.5170455,0,"2021-06-10 15:43:03","",0.411405,"UCZUVsdZHDiYIlyJRevXT-wQ","","",221,185,"positive",1.19459459459459,"URBAN","sadness","politics",-3243.38530270764,1641.73607696988,1282.22889564953
"29","Lindsey Graham","UaGBjAmnkPk","Ayajfyt90mE",5,"Baseball Documentary, Sandy Koufax - YouTube",480,360,2583,"2014-04-29","UC6mWBQW_K-3GufeoMDwhvNw",989,44,163974,4.8296223,0,"2021-06-10 15:43:05","",2.071396,"UC6mWBQW_K-3GufeoMDwhvNw","","",216,152,"positive",1.42105263157895,"URBAN","sadness","politics",-3346.51553097345,1692.87057964602,1322.20156342183
"30","Lindsey Graham","HaxrzW3aSrc","Ayajfyt90mE",5,"Home Run Derby S01E01 Mickey Mantle vs  Willie Mays - YouTube",480,360,1445,"2014-06-11","UCeQqDSSoSAjGU04k6cjPI1Q",-1,185,704448,4.8769131,0,"2021-06-10 15:43:06","",0.624987,"UCeQqDSSoSAjGU04k6cjPI1Q","","",137,49,"positive",2.79591836734694,"URBAN","sadness","politics",-1694.39007905138,882.487137210616,689.558498023715
"31","Lindsey Graham","QtuEoiYiqZw","Ayajfyt90mE",5,"ESPN Sports Century - Secretariat - YouTube",480,360,2398,"2011-08-30","UCLSdcoPhpNF1kusJw0k7MEg",-1,245,1185430,4.8238044,0,"2021-06-10 15:43:06","",0.438899,"UCLSdcoPhpNF1kusJw0k7MEg","","",261,174,"positive",1.5,"RURAL","positive","politics",-3071.38858381503,1555.43095375723,1215.26078355812
"32","Lindsey Graham","71TMeC7xQp0","ripyf99Rtf4",5,"Full Episode: ""Meet the McGhees"" (Ep. 1) | Six Little McGhees | OWN: Oprah Winfrey Network - YouTube",1920,1080,2564,"2021-06-07","UCKBnlTTgEnhIXv_c4LvvyMQ",-1,48,131871,4.9166665,0,"2021-06-10 15:43:44","",2.30861,"UCKBnlTTgEnhIXv_c4LvvyMQ","OWN","",344,206,"positive",1.66990291262136,"VALUES","joy","politics",89.8176580093218,0.700978241210379,2.46857337015031
"33","Lindsey Graham","pnQ37yrocfk","ripyf99Rtf4",5,"Full Episode: ""Widen the Screen: A Fuller View of Black Life"" | OWN: Oprah Winfrey Network - YouTube",1920,1080,2892,"2021-05-28","UCKBnlTTgEnhIXv_c4LvvyMQ",-1,98,90288,4.8000002,0,"2021-06-10 15:43:46","",2.397285,"UCKBnlTTgEnhIXv_c4LvvyMQ","OWN","",304,168,"positive",1.80952380952381,"VALUES","anger","politics",74.7636021724822,5.25631333631243,6.02825237375712
"34","Lindsey Graham","8Fw1hAOFP6k","ripyf99Rtf4",5,"Viola Fletcher And Hughes Van Ellis Reflect On Surviving Tulsa Race Massacre - YouTube",1920,1080,1394,"2021-05-30","UChDKyKQ59fYz3JO2fl0Z6sg",-1,76,69122,4.9011383,0,"2021-06-10 15:43:49","",2.697887,"UChDKyKQ59fYz3JO2fl0Z6sg","TODAY","LC",165,65,"positive",2.53846153846154,"RURAL","positive","military",-3204.94533005834,1625.66560638624,1269.41445501996
"35","Lindsey Graham","mjBN6Jaihd0","yki9cyxP6CI",5,"Real Sports Podcast is Coming Soon | HBO - YouTube",1920,1080,131,"2021-01-21","UCVTQuK2CaWaTgSsoNkn5AiQ",63,7,2609,4.5999999,0,"2021-06-10 15:43:56","",2.210203,"UCVTQuK2CaWaTgSsoNkn5AiQ","HBO","",6,0,"positive",0,"URBAN","anger","politics",58.9815135895033,10.0156044985942,9.41395501405811
"36","Lindsey Graham","CsIIVP54J9c","WDN95-JAbz4",5,"AXIOS on HBO: Ilhan Omar on Police Brutality (Clip) | HBO - YouTube",1920,1080,159,"2020-10-26","UCVTQuK2CaWaTgSsoNkn5AiQ",112,109,5621,3.0271494,0,"2021-06-10 15:44:45","",2.514907,"UCVTQuK2CaWaTgSsoNkn5AiQ","HBO","",13,15,"negative",0.866666666666667,"INSTITUTIONS","anger","military",62.2443658759124,8.13841240875912,8.83181569343066
"37","Lindsey Graham","sPQETCpI-dw","OHF4abFcQT4",5,"What I learned investigating Nixon, and why it matters now | Bob Woodward | TEDxMidAtlantic - YouTube",1920,1080,880,"2017-01-20","UCsT0YIqwnpJCM-mx7-gSA4Q",-1,103,174396,4.8674388,0,"2021-06-10 15:45:24","",2.12769,"UCsT0YIqwnpJCM-mx7-gSA4Q","TEDx Talks","C",39,86,"negative",0.453488372093023,"LAW_AND_ORDER","disgust","military",66.0053879172172,9.51872549862784,9.14410051524226
"38","Lindsey Graham","nYt2If6rD8M","Vl_6uoY6Xyo",5,"Bernard Looney: Closing remarks - YouTube",480,360,202,"2020-09-16","UC9m-Yl4kfv8nIriI7Ry8CxA",27,5,1849,4.375,0,"2021-06-10 15:49:23","",2.018841,"UC9m-Yl4kfv8nIriI7Ry8CxA","","",39,8,"positive",4.875,"ECONOMY","positive","economy",-406.473912133891,237.710669456067,188.70280334728
"39","Lindsey Graham","TVKkBiw5SVM","Vl_6uoY6Xyo",5,"Reinventing bp - next steps - YouTube",480,360,446,"2020-06-08","UC9m-Yl4kfv8nIriI7Ry8CxA",50,7,8474,4.5087719,0,"2021-06-10 15:49:27","",1.795415,"UC9m-Yl4kfv8nIriI7Ry8CxA","","",44,24,"positive",1.83333333333333,"ECONOMY","trust","economy",-996.988213283442,532.870505144995,417.888568755847
"40","Lindsey Graham","7iObOpik08A","Vl_6uoY6Xyo",5,"Bernard Looney discusses life at BP - YouTube",480,360,88,"2015-08-16","UC9m-Yl4kfv8nIriI7Ry8CxA",33,4,9442,4.5675673,0,"2021-06-10 15:49:29","",1.810772,"UC9m-Yl4kfv8nIriI7Ry8CxA","","",14,3,"positive",4.66666666666667,"ECONOMY","positive","economy",-145.45,115.370978723404,91.9272340425532
"41","Lindsey Graham","kUB0WqVZmbE","Vl_6uoY6Xyo",5,"Reimagining energy: strategy highlights - YouTube",480,360,193,"2020-08-04","UC9m-Yl4kfv8nIriI7Ry8CxA",79,7,8976,4.6744184,0,"2021-06-10 15:49:31","",2.110779,"UC9m-Yl4kfv8nIriI7Ry8CxA","","",10,2,"positive",5,"ECONOMY","positive","economy",-357.009433962264,211.353985849057,168.388396226415
"42","Lindsey Graham","WAdaJew3qPo","5PKQ7AcFGEE",5,"'They're Killing People'  Daniel Carcillo's Fight With NHL Over Denial Of Brain Injuries - YouTube",1920,1080,2146,"2018-05-16","UCIHn_nh464o-FN4MTW_clyg",177,4,10286,4.911602,0,"2021-06-10 15:49:38","",2.252354,"UCIHn_nh464o-FN4MTW_clyg","","",240,197,"positive",1.21827411167513,"URBAN","sadness","politics",-3203.43601600985,1622.28732450739,1266.96808497537
"43","Lindsey Graham","CFRce-RgfYI","5PKQ7AcFGEE",5,"Dale Earnhardt Jr.’s Concussion Battle (Full Segment) | Real Sports w/ Bryant Gumbel | HBO - YouTube",1920,1080,991,"2018-09-28","UCVTQuK2CaWaTgSsoNkn5AiQ",-1,42,151113,4.9015241,0,"2021-06-10 15:49:42","",2.218614,"UCVTQuK2CaWaTgSsoNkn5AiQ","HBO","",125,91,"positive",1.37362637362637,"URBAN","joy","politics",78.5232893041237,4.70833983799706,5.53424981590574
"44","Lindsey Graham","zxfxmrYm1VU","5PKQ7AcFGEE",5,"Concussed: The NFL vs. The Truth of Head Trauma | NHD 2017 Documentary - YouTube",1920,1080,601,"2017-01-12","UCs3jRTVK9lTYQJ4UoBtWo4g",675,19,56604,4.8904901,0,"2021-06-10 15:49:45","",2.333637,"UCs3jRTVK9lTYQJ4UoBtWo4g","","",71,88,"negative",0.806818181818182,"URBAN","sadness","society",-189.832742718447,129.979825242718,103.707362459547
"45","Lindsey Graham","jhKZIq3SlYE","aB8zcAttP1E",5,"David Sinclair: Extending the Human Lifespan Beyond 100 Years | Lex Fridman Podcast #189 - YouTube",1920,1080,6094,"2021-06-06","UCSHZKyawb77ixDdsGog4iWA",-1,121,164859,4.9342661,0,"2021-06-10 15:50:00","",7.563466,"UCSHZKyawb77ixDdsGog4iWA","Lex Fridman","",879,418,"positive",2.10287081339713,"CULTURE","anticipation","society",NA,NA,NA
"46","Lindsey Graham","i3nX5yJTm_4","qPCHh-ipJ5U",5,"The Fauci Emails - YouTube",1920,1080,831,"2021-06-05","UCzQUP1qoWDoEbmsQxvdjxgQ",-1,-1,2401061,4.5174594,0,"2021-06-10 15:50:09","",0.494206,"UCzQUP1qoWDoEbmsQxvdjxgQ","PowerfulJRE","",140,73,"positive",1.91780821917808,"INSTITUTIONS","anger","society",-2652.11338262477,1351.07487615527,1055.17330868762
"47","Lindsey Graham","AT_1lErcIoM","ZxnBveop5no",5,"Is Britain's Real Monarch Living in Australia? - YouTube",1920,1080,1058,"2019-03-22","UC7o-UFkoAPCoKxpKOfrs4zQ",-1,-1,1763035,4.8659739,0,"2021-06-10 15:50:33","",0.447489,"UC7o-UFkoAPCoKxpKOfrs4zQ","","",98,49,"positive",2,"RURAL","disgust","politics",-2494.83921745969,1271.08997247346,992.991403853716
"48","Lindsey Graham","zqllxbPWKNI","ZxnBveop5no",5,"The Napoleonic Wars  - OverSimplified (Part 1) - YouTube",1280,720,1782,"2021-05-28","UCNIuvl7V8zACPpTmmNIqP2A",-1,-1,8472258,4.9607825,0,"2021-06-10 15:50:36","",2.487475,"UCNIuvl7V8zACPpTmmNIqP2A","OverSimplified","",302,256,"positive",1.1796875,"RURAL","fear","military",64.6119968829923,6.33814737851662,7.2827293797954
"49","Lindsey Graham","O7F16sC860s","ZxnBveop5no",5,"Greek Mythology Family Tree: Primordials, Titans & Olympians - YouTube",1920,1080,880,"2019-09-16","UC7o-UFkoAPCoKxpKOfrs4zQ",-1,956,2071449,4.9314241,0,"2021-06-10 15:50:38","",0.506532,"UC7o-UFkoAPCoKxpKOfrs4zQ","","",67,49,"positive",1.36734693877551,"RURAL","disgust","society",-2221.54810989011,1136.16254945055,888.29410989011
"50","Lindsey Graham","InGCmxCjaWE","WDN95-JAbz4",3,"Word for Word: Exchange between Rep. Ilhan Omar and Elliott Abrams (C-SPAN) - YouTube",1920,1080,271,"2019-02-13","UCb--64Gl51jIEVE-GLDAVTg",-1,-1,3295611,4.1132607,5,"2021-06-10 15:50:40","ps_MixM85MQ,0cUQqPxw3hc,dKhhMCyXfck,U7QYST5Gcj0,ZWk18BQQVhA",2.440372,"UCb--64Gl51jIEVE-GLDAVTg","C-SPAN","",33,21,"positive",1.57142857142857,"INSTITUTIONS","trust","military",-198.672801645338,136.407367458867,108.915219378428
"51","Lindsey Graham","0cUQqPxw3hc","InGCmxCjaWE",4,"Candace Owens at hearing on Confronting White Supremacy - YouTube",1920,1080,300,"2019-09-20","UCb--64Gl51jIEVE-GLDAVTg",-1,-1,3432939,4.8090944,5,"2021-06-10 15:50:59","cpMZ8A3qVrs,i4zRnO_jcC0,b7ewJtUOVjA,KVY2nQcGuJQ,m8Nudmm7ha4",0.484509,"UCb--64Gl51jIEVE-GLDAVTg","C-SPAN","",41,37,"positive",1.10810810810811,"INSTITUTIONS","trust","military",-167.402229899497,122.655994974874,98.4050125628141
"52","Lindsey Graham","cpMZ8A3qVrs","0cUQqPxw3hc",5,"Candace Owens accuses Democrat of distorting her comments - YouTube",1920,1080,445,"2019-04-09","UCXIJgqnII2ZOINSWNOGFThA",-1,-1,2099517,4.8882408,0,"2021-06-10 15:51:00","",0.586577,"UCXIJgqnII2ZOINSWNOGFThA","Fox News","R",53,44,"positive",1.20454545454545,"INSTITUTIONS","trust","military",-237.668509538951,156.633108108108,124.539880763116
"53","Lindsey Graham","b7ewJtUOVjA","0cUQqPxw3hc",5,"Candace Owens testifies before Congress on issue of white supremacy - YouTube",1920,1080,955,"2019-09-24","UCZWlSUNDvCCS1hBiXV0zKcA",-1,130,137351,4.9542174,0,"2021-06-10 15:51:03","",0.589835,"UCZWlSUNDvCCS1hBiXV0zKcA","PragerU","",100,131,"negative",0.763358778625954,"INSTITUTIONS","trust","military",-930.020232350313,496.929442582663,390.081407506702
"54","Lindsey Graham","dKhhMCyXfck","InGCmxCjaWE",4,"Ilhan Omar - Fighting for a Better Life for All Americans | The Daily Show - YouTube",1920,1080,627,"2018-11-19","UCwWhs_6x42TyRM4Wstoq8HA",-1,-1,1609073,4.5437708,5,"2021-06-10 15:51:11","Mu-YJ99c9IY,8gIydF9jHWE,nRR_vFq7nYo,czogWQ34X1Y,b5gtpWg5-Ns",2.507125,"UCwWhs_6x42TyRM4Wstoq8HA","The Daily Show with Trevor Noah","LC",67,22,"positive",3.04545454545455,"VALUES","trust","military",-1571.2452200489,815.695018337408,638.844498777506
"55","Lindsey Graham","Mu-YJ99c9IY","dKhhMCyXfck",5,"Cicadas Invade, Billionaires Avoid Taxes & A Florida Yearbook Bans BLM | The Daily Show - YouTube",1920,1080,344,"2021-06-10","UCwWhs_6x42TyRM4Wstoq8HA",-1,69,33481,4.9109964,0,"2021-06-10 15:51:13","",2.589178,"UCwWhs_6x42TyRM4Wstoq8HA","The Daily Show with Trevor Noah","LC",35,35,"positive",1,"ECONOMY","positive","economy",68.130342927128,9.44160134721372,9.1247152480098
"56","Lindsey Graham","8gIydF9jHWE","dKhhMCyXfck",5,"Democrats Plan Their House Takeover and Fire Up THE SUBPOENA CANNON | The Daily Show - YouTube",1920,1080,414,"2018-11-14","UCwWhs_6x42TyRM4Wstoq8HA",-1,-1,2207260,4.8433132,0,"2021-06-10 15:51:16","",2.558122,"UCwWhs_6x42TyRM4Wstoq8HA","The Daily Show with Trevor Noah","LC",59,29,"positive",2.03448275862069,"INSTITUTIONS","trust","military",72.9672177065027,5.04402146623148,5.60607048707005
